user_id,fitness_level,goal,duration_range,equipment,height,weight,bmi_category,limitations
user_1849,intermediate,power,5-10,none,179.3,102.4,obese,[]
user_1850,beginner,power,5-10,kettlebell,160.5,74.0,overweight,[]
user_1851,beginner,power,10-20,none,169.3,80.6,overweight,[]
user_1852,beginner,warm-up,5-10,kettlebell,173.7,108.0,obese,[np.str_('knee_pain')]
user_1853,beginner,power,5-10,gym,169.7,60.2,normal,[]
user_1854,beginner,endurance,10-20,gym,168.0,80.3,overweight,[]
user_1855,beginner,endurance,10-20,none,150.9,48.6,normal,[]
user_1856,pro,power,10-20,gym,164.6,72.6,overweight,"[np.str_('back_pain'), np.str_('pregnancy')]"
user_1857,pro,warm-up,10-20,none,166.8,60.9,normal,[]
user_1858,beginner,endurance,5-10,kettlebell,179.4,102.2,obese,[]
user_1859,beginner,endurance,5-10,gym,172.3,80.1,overweight,"[np.str_('joint_problems'), np.str_('heart_condition')]"
user_1860,intermediate,endurance,5-10,none,173.2,68.3,normal,[]
user_1861,intermediate,endurance,20+,none,164.4,51.8,normal,[]
user_1862,beginner,endurance,10-20,none,154.6,102.8,obese,[]
user_1863,beginner,endurance,20+,gym,165.8,65.7,normal,[np.str_('shoulder_injury')]
user_1864,intermediate,warm-up,5-10,none,173.5,90.6,obese,[np.str_('high_blood_pressure')]
user_1865,beginner,warm-up,10-20,none,176.7,74.9,normal,[]
user_1866,beginner,endurance,10-20,none,168.0,47.7,underweight,[]
user_1867,beginner,endurance,5-10,none,172.5,43.3,underweight,[]
user_1868,intermediate,endurance,5-10,kettlebell,174.6,67.2,normal,[]
user_1869,intermediate,power,5-10,none,170.1,76.9,overweight,"[np.str_('knee_pain'), np.str_('asthma')]"
user_1870,intermediate,warm-up,5-10,none,170.0,62.1,normal,[]
user_1871,beginner,power,5-10,kettlebell,171.7,37.3,underweight,[]
user_1872,beginner,power,20+,kettlebell,163.0,47.0,underweight,[]
user_1873,pro,endurance,5-10,none,162.3,56.9,normal,[]
user_1874,beginner,endurance,20+,none,163.5,58.6,normal,[]
user_1875,intermediate,power,5-10,gym,154.7,61.1,overweight,[]
user_1876,pro,power,20+,gym,165.7,47.6,underweight,[np.str_('pregnancy')]
user_1877,beginner,endurance,10-20,none,166.0,61.0,normal,[]
user_1878,beginner,power,10-20,gym,159.1,88.9,obese,"[np.str_('knee_pain'), np.str_('shoulder_injury')]"
user_1879,intermediate,power,20+,none,157.5,52.9,normal,"[np.str_('shoulder_injury'), np.str_('asthma')]"
user_1880,intermediate,endurance,5-10,none,185.2,65.2,normal,[]
user_1881,beginner,power,5-10,kettlebell,166.0,68.5,normal,[]
user_1882,pro,endurance,10-20,none,180.5,75.2,normal,[]
user_1883,beginner,warm-up,10-20,kettlebell,159.8,59.4,normal,[]
user_1884,intermediate,power,5-10,kettlebell,172.7,57.7,normal,[]
user_1885,pro,power,20+,gym,177.4,56.4,underweight,[]
user_1886,beginner,endurance,5-10,gym,178.6,63.7,normal,[]
user_1887,intermediate,endurance,10-20,kettlebell,176.3,62.5,normal,[]
user_1888,beginner,warm-up,5-10,kettlebell,168.6,70.3,normal,[]
user_1889,intermediate,power,5-10,none,168.8,59.3,normal,[]
user_1890,intermediate,warm-up,20+,none,172.0,52.7,underweight,[np.str_('joint_problems')]
user_1891,intermediate,warm-up,10-20,none,181.0,62.8,normal,[]
user_1892,pro,warm-up,10-20,kettlebell,176.0,72.7,normal,[]
user_1893,intermediate,endurance,5-10,none,179.0,74.3,normal,[]
user_1894,intermediate,power,10-20,gym,161.1,65.1,overweight,[np.str_('shoulder_injury')]
user_1895,intermediate,power,20+,gym,171.2,86.3,overweight,[]
user_1896,intermediate,endurance,5-10,none,194.5,80.9,normal,[]
user_1897,beginner,power,5-10,kettlebell,181.4,66.5,normal,[]
user_1898,intermediate,power,10-20,none,165.5,101.4,obese,[]
user_1899,beginner,warm-up,5-10,none,177.4,55.2,underweight,[]
user_1900,intermediate,power,5-10,none,156.9,84.3,obese,[]
user_1901,intermediate,endurance,10-20,none,167.5,53.2,normal,[]
user_1902,intermediate,endurance,10-20,none,175.2,70.6,normal,"[np.str_('pregnancy'), np.str_('knee_pain')]"
user_1903,beginner,endurance,10-20,gym,190.2,81.1,normal,[]
user_1904,beginner,endurance,20+,kettlebell,165.6,48.3,underweight,[]
user_1905,intermediate,endurance,5-10,none,173.1,88.5,overweight,[]
user_1906,pro,warm-up,5-10,none,164.7,69.4,overweight,[]
user_1907,pro,power,5-10,none,181.1,64.1,normal,[]
user_1908,beginner,endurance,20+,kettlebell,171.9,74.2,overweight,[]
user_1909,beginner,endurance,10-20,gym,164.1,64.6,normal,[]
user_1910,beginner,power,5-10,none,185.4,45.0,underweight,[]
user_1911,beginner,warm-up,5-10,none,160.4,73.9,overweight,[]
user_1912,pro,power,10-20,kettlebell,167.3,50.9,underweight,[]
user_1913,pro,endurance,10-20,gym,153.9,85.7,obese,[]
user_1914,beginner,endurance,10-20,kettlebell,181.2,79.7,normal,[]
user_1915,beginner,endurance,20+,none,153.5,92.1,obese,[]
user_1916,intermediate,endurance,10-20,none,158.1,52.7,normal,[]
user_1917,beginner,power,10-20,kettlebell,155.3,96.4,obese,[]
user_1918,intermediate,endurance,20+,gym,178.3,41.2,underweight,[]
user_1919,beginner,power,5-10,kettlebell,171.3,85.0,overweight,[]
user_1920,pro,power,10-20,kettlebell,181.7,77.7,normal,[]
user_1921,intermediate,power,5-10,gym,178.7,81.4,overweight,[]
user_1922,pro,endurance,5-10,kettlebell,158.0,86.8,obese,[]
user_1923,beginner,endurance,5-10,gym,166.4,66.1,normal,[]
user_1924,intermediate,power,20+,gym,170.6,40.3,underweight,[]
user_1925,beginner,endurance,10-20,none,163.9,56.7,normal,[]
user_1926,beginner,power,10-20,gym,175.0,43.4,underweight,[]
user_1927,beginner,power,10-20,gym,163.6,89.5,obese,[np.str_('pregnancy')]
user_1928,intermediate,endurance,5-10,kettlebell,170.8,101.5,obese,[]
user_1929,intermediate,endurance,20+,kettlebell,165.2,65.9,normal,[]
user_1930,pro,endurance,10-20,gym,168.5,78.0,overweight,[]
user_1931,beginner,endurance,5-10,none,175.5,67.8,normal,[]
user_1932,beginner,endurance,10-20,gym,165.9,47.4,underweight,"[np.str_('knee_pain'), np.str_('joint_problems')]"
user_1933,beginner,power,10-20,none,161.7,53.7,normal,[]
user_1934,beginner,endurance,10-20,kettlebell,171.1,78.7,overweight,[]
user_1935,intermediate,endurance,20+,gym,162.8,60.6,normal,[]
user_1936,pro,endurance,10-20,gym,173.3,91.9,obese,[]
user_1937,pro,power,10-20,none,158.1,82.5,obese,[]
user_1938,intermediate,power,10-20,none,158.0,101.8,obese,[]
user_1939,beginner,power,20+,none,180.3,50.9,underweight,[]
user_1940,intermediate,power,10-20,none,163.3,62.8,normal,[]
user_1941,beginner,warm-up,20+,gym,168.1,82.5,overweight,[]
user_1942,beginner,endurance,10-20,none,161.8,82.2,obese,[]
user_1943,beginner,warm-up,5-10,kettlebell,157.2,68.9,overweight,[]
user_1944,beginner,endurance,10-20,none,181.7,63.2,normal,[np.str_('joint_problems')]
user_1945,beginner,power,5-10,kettlebell,185.4,51.5,underweight,[]
user_1946,intermediate,warm-up,10-20,none,166.4,52.9,normal,[]
user_1947,beginner,endurance,10-20,none,176.5,64.9,normal,[]
user_1948,intermediate,power,10-20,none,182.3,43.8,underweight,[]
user_1949,beginner,endurance,20+,kettlebell,168.2,105.2,obese,[]
user_1950,intermediate,endurance,20+,gym,175.3,76.9,normal,[]
user_1951,intermediate,power,10-20,kettlebell,177.0,90.1,overweight,[]
user_1952,beginner,endurance,10-20,kettlebell,184.7,47.2,underweight,[]
user_1953,beginner,endurance,10-20,kettlebell,172.4,102.5,obese,[]
user_1954,beginner,endurance,5-10,none,159.3,64.6,overweight,[]
user_1955,pro,endurance,10-20,kettlebell,174.6,87.3,overweight,[np.str_('asthma')]
user_1956,pro,endurance,10-20,gym,165.3,61.5,normal,[np.str_('high_blood_pressure')]
user_1957,intermediate,power,10-20,gym,180.3,64.4,normal,[np.str_('heart_condition')]
user_1958,intermediate,endurance,10-20,none,174.5,52.9,underweight,[]
user_1959,intermediate,endurance,10-20,kettlebell,191.7,86.5,normal,[]
user_1960,beginner,power,10-20,kettlebell,151.5,82.3,obese,[np.str_('high_blood_pressure')]
user_1961,pro,endurance,20+,kettlebell,167.0,111.2,obese,[]
user_1962,intermediate,endurance,5-10,kettlebell,160.8,69.6,overweight,[]
user_1963,intermediate,warm-up,5-10,none,174.9,85.9,overweight,[]
user_1964,pro,endurance,10-20,gym,168.5,77.2,overweight,"[np.str_('back_pain'), np.str_('joint_problems')]"
user_1965,pro,power,10-20,none,164.0,76.5,overweight,[]
user_1966,intermediate,endurance,5-10,kettlebell,172.9,78.0,overweight,[]
user_1967,intermediate,endurance,20+,gym,157.3,98.3,obese,[]
user_1968,beginner,endurance,10-20,gym,162.8,73.3,overweight,[]
user_1969,beginner,endurance,5-10,kettlebell,164.2,115.6,obese,[]
user_1970,beginner,power,5-10,gym,182.6,86.9,overweight,[]
user_1971,intermediate,endurance,20+,none,172.5,53.2,underweight,[]
user_1972,beginner,warm-up,20+,kettlebell,187.0,68.0,normal,[]
user_1973,intermediate,warm-up,20+,gym,161.3,58.5,normal,[]
user_1974,intermediate,endurance,10-20,kettlebell,177.9,83.2,overweight,[]
user_1975,beginner,endurance,10-20,kettlebell,163.9,71.6,overweight,[]
user_1976,intermediate,warm-up,20+,kettlebell,182.5,72.6,normal,[]
user_1977,intermediate,warm-up,10-20,gym,171.3,47.4,underweight,[]
user_1978,beginner,power,5-10,gym,157.7,76.7,obese,[]
user_1979,intermediate,power,10-20,gym,180.4,121.4,obese,"[np.str_('heart_condition'), np.str_('high_blood_pressure')]"
user_1980,beginner,power,5-10,gym,181.2,73.0,normal,[]
user_1981,intermediate,power,10-20,none,177.1,73.8,normal,[]
user_1982,beginner,endurance,10-20,none,129.4,53.3,obese,[]
user_1983,beginner,power,20+,gym,164.7,71.5,overweight,[]
user_1984,intermediate,endurance,5-10,none,170.9,83.8,overweight,[]
user_1985,pro,power,20+,gym,176.1,68.8,normal,[]
user_1986,beginner,power,10-20,gym,182.1,42.8,underweight,[np.str_('joint_problems')]
user_1987,beginner,endurance,10-20,none,165.7,71.2,overweight,"[np.str_('knee_pain'), np.str_('pregnancy')]"
user_1988,beginner,power,5-10,none,181.0,57.0,underweight,"[np.str_('knee_pain'), np.str_('shoulder_injury')]"
user_1989,pro,power,20+,none,188.7,63.4,underweight,[]
user_1990,intermediate,warm-up,5-10,gym,162.6,65.7,normal,[]
user_1991,pro,warm-up,10-20,gym,188.2,71.2,normal,[np.str_('pregnancy')]
user_1992,intermediate,endurance,10-20,none,170.3,44.7,underweight,[]
user_1993,intermediate,power,10-20,kettlebell,170.6,76.5,overweight,[]
user_1994,beginner,power,10-20,none,175.3,82.8,overweight,[]
user_1995,beginner,endurance,20+,gym,162.2,62.7,normal,[]
user_1996,beginner,power,20+,none,174.6,72.5,normal,"[np.str_('asthma'), np.str_('knee_pain')]"
user_1997,pro,warm-up,10-20,none,179.1,84.1,overweight,[]
user_1998,pro,endurance,5-10,none,175.1,88.6,overweight,[]
user_1999,beginner,endurance,5-10,kettlebell,161.7,57.0,normal,[]
user_2000,intermediate,power,5-10,none,156.4,68.6,overweight,"[np.str_('back_pain'), np.str_('heart_condition')]"
user_2001,intermediate,warm-up,10-20,kettlebell,177.0,63.3,normal,[]
user_2002,intermediate,endurance,10-20,kettlebell,156.7,102.6,obese,[]
user_2003,beginner,power,5-10,kettlebell,174.1,71.2,normal,"[np.str_('high_blood_pressure'), np.str_('knee_pain')]"
user_2004,beginner,warm-up,5-10,kettlebell,164.1,87.6,obese,[]
user_2005,pro,endurance,5-10,none,175.8,65.1,normal,[]
user_2006,beginner,endurance,10-20,none,154.9,54.9,normal,[]
user_2007,intermediate,power,5-10,gym,177.2,74.9,normal,[]
user_2008,pro,warm-up,10-20,none,171.6,74.9,overweight,[]
user_2009,intermediate,power,5-10,none,172.7,62.0,normal,[]
user_2010,beginner,endurance,10-20,none,163.4,85.6,obese,[]
user_2011,pro,power,10-20,kettlebell,150.4,59.9,overweight,[]
user_2012,intermediate,warm-up,5-10,none,170.6,75.1,overweight,[]
user_2013,intermediate,endurance,10-20,none,187.5,97.2,overweight,[]
user_2014,intermediate,endurance,10-20,none,161.4,70.4,overweight,[]
user_2015,pro,power,5-10,none,177.0,74.6,normal,[np.str_('asthma')]
user_2016,intermediate,warm-up,10-20,kettlebell,154.5,85.1,obese,[]
user_2017,beginner,endurance,10-20,gym,169.1,82.6,overweight,[]
user_2018,beginner,warm-up,10-20,gym,163.4,82.0,obese,[]
user_2019,pro,endurance,10-20,gym,177.7,63.7,normal,[]
user_2020,intermediate,endurance,10-20,none,172.8,74.0,normal,[]
user_2021,beginner,endurance,10-20,gym,172.3,76.2,overweight,[]
user_2022,intermediate,power,10-20,gym,158.8,95.0,obese,[np.str_('joint_problems')]
user_2023,beginner,warm-up,10-20,kettlebell,165.6,56.9,normal,[]
user_2024,pro,power,5-10,kettlebell,170.8,79.0,overweight,[]
user_2025,pro,power,10-20,gym,187.1,88.1,overweight,[]
user_2026,intermediate,power,5-10,none,170.2,52.3,underweight,[]
user_2027,pro,power,10-20,none,173.9,86.9,overweight,[]
user_2028,beginner,power,10-20,kettlebell,170.1,70.5,normal,[]
user_2029,pro,endurance,10-20,none,152.3,59.4,overweight,[]
user_2030,pro,warm-up,10-20,kettlebell,159.8,59.3,normal,[]
user_2031,intermediate,warm-up,5-10,none,176.0,57.1,underweight,[]
user_2032,intermediate,endurance,10-20,none,160.8,71.1,overweight,[]
user_2033,intermediate,power,10-20,none,170.6,56.1,normal,[]
user_2034,intermediate,power,20+,gym,173.5,54.9,underweight,[np.str_('knee_pain')]
user_2035,beginner,endurance,5-10,none,166.8,74.9,overweight,[]
user_2036,beginner,warm-up,10-20,gym,182.4,63.9,normal,[]
user_2037,intermediate,endurance,5-10,none,173.5,61.0,normal,[]
user_2038,intermediate,endurance,5-10,none,184.9,60.7,underweight,[]
user_2039,intermediate,endurance,20+,none,161.0,68.3,overweight,[]
user_2040,intermediate,power,5-10,none,156.4,92.8,obese,[]
user_2041,pro,endurance,10-20,kettlebell,175.3,87.4,overweight,"[np.str_('asthma'), np.str_('back_pain')]"
user_2042,beginner,endurance,10-20,none,165.9,93.7,obese,"[np.str_('shoulder_injury'), np.str_('knee_pain')]"
user_2043,intermediate,endurance,20+,none,156.3,79.1,obese,[]
user_2044,beginner,power,5-10,none,167.6,73.1,overweight,[]
user_2045,intermediate,endurance,10-20,kettlebell,167.8,68.5,normal,[]
user_2046,beginner,warm-up,10-20,gym,171.8,77.7,overweight,[]
user_2047,intermediate,power,10-20,none,162.1,76.7,overweight,[np.str_('joint_problems')]
user_2048,beginner,endurance,5-10,none,160.8,80.6,obese,[]
user_2049,intermediate,endurance,5-10,none,177.9,92.0,overweight,[]
user_2050,beginner,power,10-20,none,189.2,43.7,underweight,[]
user_2051,intermediate,endurance,10-20,kettlebell,151.2,34.1,underweight,[]
user_2052,pro,power,10-20,none,169.0,95.3,obese,[]
user_2053,beginner,endurance,5-10,none,163.0,50.0,normal,[]
user_2054,beginner,warm-up,10-20,none,161.2,64.0,normal,[]
user_2055,beginner,power,5-10,gym,176.5,60.8,normal,[np.str_('asthma')]
user_2056,intermediate,endurance,10-20,none,160.4,67.7,overweight,[]
user_2057,intermediate,warm-up,10-20,kettlebell,168.7,117.8,obese,"[np.str_('asthma'), np.str_('joint_problems')]"
user_2058,beginner,endurance,5-10,gym,146.2,80.5,obese,[]
user_2059,intermediate,warm-up,5-10,none,169.4,73.5,overweight,"[np.str_('shoulder_injury'), np.str_('pregnancy')]"
user_2060,pro,warm-up,10-20,none,169.6,57.4,normal,[]
user_2061,intermediate,endurance,20+,kettlebell,176.4,74.7,normal,"[np.str_('high_blood_pressure'), np.str_('shoulder_injury')]"
user_2062,beginner,power,5-10,none,176.7,70.6,normal,[]
user_2063,beginner,endurance,5-10,none,163.6,72.6,overweight,[]
user_2064,intermediate,endurance,5-10,gym,182.5,61.0,underweight,[]
user_2065,intermediate,endurance,10-20,none,178.2,65.6,normal,[]
user_2066,beginner,power,20+,gym,165.7,42.3,underweight,[]
user_2067,pro,warm-up,20+,none,171.1,44.0,underweight,[]
user_2068,intermediate,endurance,20+,none,173.8,67.0,normal,[np.str_('shoulder_injury')]
user_2069,beginner,endurance,5-10,kettlebell,174.4,72.6,normal,[]
user_2070,intermediate,warm-up,10-20,kettlebell,154.2,95.3,obese,[]
user_2071,beginner,power,10-20,gym,170.2,85.4,overweight,[]
user_2072,beginner,endurance,20+,gym,173.0,36.5,underweight,[]
user_2073,intermediate,warm-up,10-20,gym,169.7,92.0,obese,[]
user_2074,intermediate,endurance,5-10,none,173.4,72.8,normal,[]
user_2075,beginner,endurance,10-20,gym,182.8,93.1,overweight,[]
user_2076,beginner,power,10-20,kettlebell,171.7,73.5,normal,[]
user_2077,pro,warm-up,10-20,none,184.6,66.9,normal,"[np.str_('heart_condition'), np.str_('high_blood_pressure')]"
user_2078,pro,power,10-20,gym,176.1,63.7,normal,[]
user_2079,intermediate,warm-up,5-10,none,174.8,77.2,overweight,[]
user_2080,beginner,power,5-10,gym,178.2,56.8,underweight,[]
user_2081,pro,power,10-20,none,169.6,96.1,obese,[np.str_('knee_pain')]
user_2082,beginner,warm-up,20+,none,179.0,54.2,underweight,[]
user_2083,intermediate,endurance,5-10,kettlebell,153.8,85.3,obese,[]
user_2084,beginner,endurance,5-10,none,166.5,76.4,overweight,[]
user_2085,beginner,endurance,10-20,none,163.8,83.1,obese,[]
user_2086,beginner,endurance,10-20,gym,168.3,59.4,normal,"[np.str_('high_blood_pressure'), np.str_('heart_condition')]"
user_2087,pro,power,20+,none,177.6,86.6,overweight,[]
user_2088,pro,power,20+,none,180.1,73.7,normal,[]
user_2089,intermediate,warm-up,10-20,none,178.2,65.3,normal,[]
user_2090,pro,power,10-20,none,172.9,89.8,obese,[]
user_2091,pro,power,10-20,none,157.7,70.8,overweight,[]
user_2092,pro,endurance,5-10,kettlebell,157.5,76.3,obese,[np.str_('pregnancy')]
user_2093,intermediate,endurance,10-20,gym,165.7,66.2,normal,"[np.str_('heart_condition'), np.str_('high_blood_pressure')]"
user_2094,pro,power,5-10,none,162.6,67.7,overweight,[]
user_2095,intermediate,endurance,10-20,gym,183.5,74.6,normal,[]
user_2096,intermediate,power,5-10,none,179.4,84.3,overweight,[]
user_2097,intermediate,warm-up,20+,none,168.4,41.4,underweight,[]
user_2098,beginner,power,5-10,gym,177.3,77.9,normal,[]
user_2099,intermediate,power,10-20,gym,165.4,65.8,normal,[]
user_2100,intermediate,endurance,10-20,gym,175.1,46.7,underweight,[]
user_2101,intermediate,power,10-20,gym,182.6,73.7,normal,[]
user_2102,pro,endurance,5-10,kettlebell,166.5,76.2,overweight,[]
user_2103,beginner,endurance,5-10,kettlebell,168.2,74.7,overweight,[]
user_2104,beginner,power,5-10,kettlebell,179.3,97.4,obese,[np.str_('shoulder_injury')]
user_2105,pro,endurance,10-20,none,190.3,59.9,underweight,[]
user_2106,beginner,power,10-20,kettlebell,178.6,60.1,normal,"[np.str_('pregnancy'), np.str_('asthma')]"
user_2107,intermediate,endurance,20+,kettlebell,172.6,49.0,underweight,[]
user_2108,beginner,power,10-20,kettlebell,185.8,90.6,overweight,[]
user_2109,intermediate,endurance,10-20,gym,169.3,71.6,normal,[]
user_2110,beginner,endurance,5-10,gym,179.8,75.7,normal,[]
user_2111,beginner,power,20+,kettlebell,158.5,96.2,obese,[]
user_2112,beginner,endurance,5-10,none,166.1,69.5,overweight,"[np.str_('asthma'), np.str_('back_pain')]"
user_2113,intermediate,endurance,10-20,gym,163.3,88.5,obese,[]
user_2114,pro,power,5-10,kettlebell,146.1,75.2,obese,"[np.str_('joint_problems'), np.str_('heart_condition')]"
user_2115,beginner,endurance,10-20,kettlebell,177.2,72.8,normal,"[np.str_('high_blood_pressure'), np.str_('pregnancy')]"
user_2116,beginner,warm-up,10-20,kettlebell,182.5,61.2,underweight,[np.str_('pregnancy')]
user_2117,intermediate,power,5-10,gym,176.2,87.2,overweight,[]
user_2118,pro,warm-up,10-20,none,182.2,98.5,overweight,[]
user_2119,beginner,endurance,10-20,kettlebell,178.8,58.1,underweight,[]
user_2120,beginner,endurance,20+,gym,174.4,67.3,normal,[np.str_('shoulder_injury')]
user_2121,intermediate,power,20+,kettlebell,158.7,66.6,overweight,[np.str_('back_pain')]
user_2122,intermediate,endurance,10-20,gym,158.3,68.1,overweight,[]
user_2123,beginner,power,10-20,kettlebell,174.6,81.6,overweight,[np.str_('joint_problems')]
user_2124,intermediate,warm-up,5-10,none,184.6,95.2,overweight,[]
user_2125,beginner,power,20+,none,169.1,74.3,overweight,[np.str_('asthma')]
user_2126,beginner,warm-up,10-20,gym,165.4,67.3,normal,[]
user_2127,beginner,power,20+,kettlebell,168.8,84.9,overweight,[]
user_2128,pro,power,10-20,kettlebell,159.6,82.7,obese,[]
user_2129,pro,endurance,10-20,gym,175.8,100.0,obese,[]
user_2130,intermediate,endurance,20+,kettlebell,173.3,64.3,normal,[]
user_2131,intermediate,endurance,10-20,gym,151.6,46.2,normal,[]
user_2132,beginner,warm-up,20+,gym,185.1,77.7,normal,[]
user_2133,intermediate,power,20+,gym,173.4,86.3,overweight,[]
user_2134,beginner,power,10-20,kettlebell,175.9,73.9,normal,[]
user_2135,intermediate,endurance,5-10,none,159.7,73.1,overweight,[]
user_2136,intermediate,power,5-10,gym,171.4,58.6,normal,[np.str_('joint_problems')]
user_2137,beginner,endurance,5-10,kettlebell,153.5,71.9,obese,"[np.str_('asthma'), np.str_('joint_problems')]"
user_2138,pro,power,10-20,none,175.6,55.7,underweight,[]
user_2139,intermediate,power,10-20,kettlebell,171.3,30.7,underweight,[]
user_2140,intermediate,warm-up,20+,none,167.0,81.1,overweight,[]
user_2141,intermediate,endurance,5-10,none,160.7,87.9,obese,[]
user_2142,intermediate,power,20+,kettlebell,165.0,56.2,normal,[]
user_2143,intermediate,endurance,10-20,gym,182.0,83.2,overweight,[]
user_2144,intermediate,power,10-20,gym,156.3,74.8,obese,[]
user_2145,intermediate,warm-up,5-10,none,162.1,48.4,underweight,[]
user_2146,beginner,warm-up,5-10,none,163.3,56.2,normal,[np.str_('back_pain')]
user_2147,beginner,power,5-10,none,186.2,99.9,overweight,[]
user_2148,intermediate,power,10-20,gym,177.3,42.8,underweight,[]
user_2149,intermediate,power,5-10,none,171.0,60.6,normal,[]
user_2150,beginner,power,5-10,none,160.7,91.4,obese,[]
user_2151,pro,warm-up,5-10,kettlebell,178.7,81.2,overweight,[]
user_2152,beginner,endurance,10-20,gym,163.2,65.3,normal,[]
user_2153,beginner,endurance,5-10,none,152.6,87.1,obese,"[np.str_('high_blood_pressure'), np.str_('asthma')]"
user_2154,beginner,endurance,5-10,none,165.7,100.0,obese,[]
user_2155,beginner,endurance,10-20,gym,162.2,45.1,underweight,[]
user_2156,beginner,warm-up,10-20,gym,171.9,102.0,obese,"[np.str_('shoulder_injury'), np.str_('knee_pain')]"
user_2157,intermediate,power,5-10,none,169.5,56.9,normal,[]
user_2158,intermediate,endurance,20+,gym,148.8,57.7,overweight,[]
user_2159,pro,power,5-10,gym,174.5,60.4,normal,[]
user_2160,beginner,endurance,20+,kettlebell,170.6,102.5,obese,[]
user_2161,intermediate,endurance,10-20,gym,155.3,67.5,overweight,[]
user_2162,intermediate,endurance,20+,kettlebell,165.2,60.8,normal,[]
user_2163,intermediate,endurance,5-10,none,158.2,75.3,obese,[np.str_('pregnancy')]
user_2164,intermediate,warm-up,5-10,gym,167.7,67.3,normal,[]
user_2165,intermediate,warm-up,10-20,gym,179.6,60.3,normal,[]
user_2166,intermediate,endurance,5-10,none,189.2,63.9,underweight,[]
user_2167,pro,endurance,10-20,kettlebell,169.4,101.1,obese,[]
user_2168,intermediate,endurance,5-10,gym,162.4,77.1,overweight,[np.str_('pregnancy')]
user_2169,pro,warm-up,10-20,kettlebell,165.0,72.5,overweight,[]
user_2170,pro,power,10-20,gym,166.8,70.2,overweight,[]
user_2171,intermediate,endurance,20+,none,160.0,68.3,overweight,[]
user_2172,beginner,endurance,20+,none,173.3,90.4,obese,[]
user_2173,intermediate,endurance,5-10,gym,165.6,84.7,obese,[]
user_2174,intermediate,warm-up,20+,gym,175.7,62.7,normal,[]
user_2175,pro,power,5-10,kettlebell,159.5,80.5,obese,[]
user_2176,intermediate,endurance,10-20,none,183.2,45.8,underweight,[]
user_2177,intermediate,endurance,5-10,gym,178.1,55.6,underweight,[np.str_('shoulder_injury')]
user_2178,beginner,power,10-20,none,167.9,73.8,overweight,[]
user_2179,intermediate,endurance,10-20,none,174.7,88.2,overweight,[np.str_('pregnancy')]
user_2180,beginner,power,20+,kettlebell,182.9,79.9,normal,[np.str_('back_pain')]
user_2181,pro,warm-up,10-20,kettlebell,156.6,67.6,overweight,[]
user_2182,intermediate,endurance,20+,none,192.1,71.9,normal,[]
user_2183,pro,warm-up,5-10,none,173.9,58.1,normal,[]
user_2184,intermediate,endurance,10-20,gym,188.3,103.5,overweight,[np.str_('pregnancy')]
user_2185,pro,warm-up,10-20,gym,156.1,61.9,overweight,[]
user_2186,beginner,endurance,10-20,gym,176.3,65.6,normal,[]
user_2187,beginner,power,10-20,none,167.6,47.6,underweight,[]
user_2188,intermediate,power,5-10,gym,180.3,56.2,underweight,[]
user_2189,pro,endurance,10-20,none,166.0,99.5,obese,[]
user_2190,pro,endurance,20+,gym,137.5,101.7,obese,[]
user_2191,pro,endurance,10-20,kettlebell,161.6,74.7,overweight,[]
user_2192,beginner,warm-up,10-20,gym,171.0,102.7,obese,[np.str_('knee_pain')]
user_2193,intermediate,power,10-20,none,158.7,52.5,normal,[]
user_2194,beginner,warm-up,10-20,none,179.4,88.3,overweight,[]
user_2195,beginner,endurance,5-10,none,176.7,82.3,overweight,[]
user_2196,beginner,endurance,10-20,none,175.6,40.2,underweight,"[np.str_('back_pain'), np.str_('pregnancy')]"
user_2197,pro,power,20+,none,154.8,94.8,obese,[]
user_2198,intermediate,endurance,20+,none,175.1,50.0,underweight,[]
user_2199,intermediate,endurance,20+,gym,167.9,65.7,normal,[]
user_2200,intermediate,warm-up,10-20,gym,160.0,85.6,obese,[]
user_2201,intermediate,endurance,20+,gym,173.6,76.2,overweight,[]
user_2202,beginner,warm-up,10-20,none,158.5,70.4,overweight,[]
user_2203,beginner,endurance,20+,gym,175.4,88.9,overweight,[]
user_2204,intermediate,power,20+,none,168.7,79.1,overweight,[]
user_2205,beginner,power,10-20,gym,181.6,67.8,normal,[]
user_2206,intermediate,warm-up,20+,kettlebell,164.7,77.3,overweight,[]
user_2207,intermediate,endurance,5-10,none,163.1,76.5,overweight,[]
user_2208,beginner,power,10-20,kettlebell,140.7,89.1,obese,[]
user_2209,pro,endurance,5-10,gym,180.0,64.0,normal,[]
user_2210,intermediate,endurance,10-20,none,182.9,67.7,normal,[]
user_2211,pro,warm-up,5-10,gym,166.5,70.4,overweight,[]
user_2212,pro,warm-up,10-20,gym,168.7,67.2,normal,[]
user_2213,pro,warm-up,10-20,gym,180.0,70.0,normal,[]
user_2214,beginner,warm-up,10-20,kettlebell,181.9,51.2,underweight,[]
user_2215,beginner,warm-up,5-10,none,175.1,60.1,normal,[np.str_('joint_problems')]
user_2216,beginner,endurance,5-10,kettlebell,165.9,47.1,underweight,[]
user_2217,pro,power,10-20,none,178.3,77.2,normal,[]
user_2218,intermediate,power,10-20,none,162.1,80.0,obese,[]
user_2219,pro,warm-up,10-20,none,172.7,63.5,normal,[]
user_2220,intermediate,endurance,20+,gym,189.8,49.1,underweight,[]
